EnsemblID,GeneName,ID
ENSMUSG00000064367,mt-Nd5,1426088_at
ENSMUSG00000094722,,1456598_at
ENSMUSG00000095666,,1456598_at
ENSMUSG00000079222,,1435660_at
ENSMUSG00000096776,Vmn1r186,1460301_at
ENSMUSG00000095742,,1430514_a_at
ENSMUSG00000079808,,1425078_x_at
ENSMUSG00000096244,,1450343_at
ENSMUSG00000096756,,1456598_at
ENSMUSG00000094054,,1422140_at
ENSMUSG00000094054,,1460416_s_at
ENSMUSG00000094054,,1422141_s_at
ENSMUSG00000094474,,1456598_at
ENSMUSG00000062783,Csprs,1422140_at
ENSMUSG00000062783,Csprs,1435792_at
ENSMUSG00000062783,Csprs,1460416_s_at
ENSMUSG00000062783,Csprs,1422141_s_at
ENSMUSG00000096550,Gm16367,1456598_at
ENSMUSG00000095763,,1456598_at
ENSMUSG00000095523,,1456598_at
ENSMUSG00000095041,,1429452_x_at
ENSMUSG00000095041,,1435353_a_at
ENSMUSG00000095041,,1435425_at
ENSMUSG00000095041,,1435426_s_at
ENSMUSG00000095041,,1434975_x_at
ENSMUSG00000095041,,1439069_a_at
ENSMUSG00000095041,,1436944_x_at
ENSMUSG00000095041,,1426387_x_at
ENSMUSG00000095134,Mid1-ps1,1422055_at
ENSMUSG00000096768,Gm47283,1452406_x_at
ENSMUSG00000096768,Gm47283,1439200_x_at
ENSMUSG00000093918,Gm21677,1420786_a_at
ENSMUSG00000094511,Gm21693,1420786_a_at
ENSMUSG00000093987,Gm21704,1420786_a_at
ENSMUSG00000095948,Gm21708,1420786_a_at
ENSMUSG00000096520,Gm3376,1420786_a_at
ENSMUSG00000075359,Gm20775,1428625_a_at
ENSMUSG00000075359,Gm20775,1430805_s_at
ENSMUSG00000100968,Gm2098,1427543_s_at
ENSMUSG00000100968,Gm2098,1450285_at
ENSMUSG00000053211,Zfy1,1420759_s_at
ENSMUSG00000069053,Uba1y,1427543_s_at
ENSMUSG00000069053,Uba1y,1450285_at
ENSMUSG00000056673,Kdm5d,1452563_a_at
ENSMUSG00000056673,Kdm5d,1424903_at
ENSMUSG00000069049,Eif2s3y,1417210_at
ENSMUSG00000091749,Tspy-ps,1427636_at
ENSMUSG00000068457,Uty,1426598_at
ENSMUSG00000068457,Uty,1422247_a_at
ENSMUSG00000069045,Ddx3y,1426439_at
ENSMUSG00000069045,Ddx3y,1426438_at
ENSMUSG00000069045,Ddx3y,1452077_at
ENSMUSG00000069044,Usp9y,1452509_at
ENSMUSG00000000103,Zfy2,1420759_s_at
ENSMUSG00000000103,Zfy2,1449978_at
ENSMUSG00000069036,Sry,1450579_x_at
ENSMUSG00000069036,Sry,1450578_at
ENSMUSG00000102053,Gm4064,1420786_a_at
ENSMUSG00000094658,Rbmy,1420786_a_at
ENSMUSG00000095852,Gm10256,1420786_a_at
ENSMUSG00000091987,Gm10352,1420786_a_at
ENSMUSG00000058064,Gm10036,1417615_a_at
ENSMUSG00000043223,Gm4835,1456142_x_at
ENSMUSG00000043223,Gm4835,1455077_a_at
ENSMUSG00000043223,Gm4835,1455742_x_at
ENSMUSG00000043223,Gm4835,1438597_x_at
ENSMUSG00000024304,Cdh2,1418815_at
ENSMUSG00000024304,Cdh2,1449244_at
ENSMUSG00000020607,Lratd1,1425452_s_at
ENSMUSG00000021239,Vsx2,1419628_at
ENSMUSG00000050974,Gm9847,1449109_at
ENSMUSG00000117439,Gm50083,1423289_a_at
ENSMUSG00000020601,Trib2,1426640_s_at
ENSMUSG00000020601,Trib2,1426641_at
ENSMUSG00000117769,Gm8594,1425048_a_at
ENSMUSG00000113222,Gm48557,1436822_x_at
ENSMUSG00000001700,Gramd3,1428736_at
ENSMUSG00000001700,Gramd3,1428737_s_at
ENSMUSG00000021240,Abcd4,1419572_a_at
ENSMUSG00000024331,Dsc2,1426911_at
ENSMUSG00000024331,Dsc2,1421156_a_at
ENSMUSG00000020956,Dtd2,1431040_at
ENSMUSG00000035148,Gpr33,1451708_at
ENSMUSG00000112063,Gm32220,1418830_at
ENSMUSG00000044322,Dsc1,1456203_at
ENSMUSG00000044322,Dsc1,1421460_at
ENSMUSG00000113625,Gm3379,1415942_at
ENSMUSG00000113625,Gm3379,1448157_s_at
ENSMUSG00000021242,Npc2,1416901_at
ENSMUSG00000021242,Npc2,1448513_a_at
ENSMUSG00000021242,Npc2,1455768_at
ENSMUSG00000021241,Isca2,1424154_a_at
ENSMUSG00000076749,Trgc1,1450521_a_at
ENSMUSG00000076749,Trgc1,1422189_x_at
ENSMUSG00000076749,Trgc1,1422188_s_at
ENSMUSG00000052075,1700029F12Rik,1419715_at
ENSMUSG00000058368,Krtap21-1,1421691_at
ENSMUSG00000062433,Krtap6-2,1449919_at
ENSMUSG00000035133,Arhgap5,1437987_at
ENSMUSG00000035133,Arhgap5,1423194_at
ENSMUSG00000035133,Arhgap5,1450896_at
ENSMUSG00000035133,Arhgap5,1450897_at
ENSMUSG00000059632,Krtap8-1,1427211_at
ENSMUSG00000076752,Trgc2,1422188_s_at
ENSMUSG00000044117,Bmerb1,1424624_at
ENSMUSG00000022827,Rabl3,1431082_a_at
ENSMUSG00000022827,Rabl3,1418039_at
ENSMUSG00000053644,Aldh7a1,1448137_at
ENSMUSG00000053644,Aldh7a1,1415902_at
ENSMUSG00000053644,Aldh7a1,1460167_at
ENSMUSG00000022821,Hgd,1452986_at
ENSMUSG00000021010,Npas3,1450287_at
ENSMUSG00000021010,Npas3,1421567_at
ENSMUSG00000021010,Npas3,1429138_at
ENSMUSG00000021010,Npas3,1438060_at
ENSMUSG00000076757,Trgc4,1427608_a_at
ENSMUSG00000041817,Fam169a,1435783_at
ENSMUSG00000022820,Ndufb4,1428076_s_at
ENSMUSG00000022820,Ndufb4,1428075_at
ENSMUSG00000022820,Ndufb4,1432427_at
ENSMUSG00000116529,Gm4600,1416420_a_at
ENSMUSG00000035105,Egln3,1418649_at
ENSMUSG00000035105,Egln3,1418648_at
ENSMUSG00000114248,Gm8352,1434114_at
ENSMUSG00000113263,Gm4811,1422675_at
ENSMUSG00000057762,Gm6169,1453572_a_at
ENSMUSG00000112145,Gm6218,1450150_a_at
ENSMUSG00000044408,Sptssa,1448388_a_at
ENSMUSG00000060739,Nsa2,1423131_at
ENSMUSG00000060739,Nsa2,1423132_a_at
ENSMUSG00000060739,Nsa2,1453816_at
ENSMUSG00000106344,Mir1892,1448388_a_at
ENSMUSG00000022816,Fstl1,1448259_at
ENSMUSG00000022816,Fstl1,1416221_at
ENSMUSG00000022816,Fstl1,1439191_at
ENSMUSG00000002020,Ltbp2,1418061_at
ENSMUSG00000003062,Stard3nl,1430274_a_at
ENSMUSG00000034158,Lrrc58,1427131_s_at
ENSMUSG00000008301,Phax,1450778_a_at
ENSMUSG00000022812,Gsk3b,1451020_at
ENSMUSG00000022812,Gsk3b,1437001_at
ENSMUSG00000022812,Gsk3b,1454958_at
ENSMUSG00000022812,Gsk3b,1434439_at
ENSMUSG00000032900,Tex43,1420574_at
ENSMUSG00000032900,Tex43,1459759_s_at
ENSMUSG00000038212,Mfsd14b,1416369_at
ENSMUSG00000024590,Lmnb1,1423521_at
ENSMUSG00000024590,Lmnb1,1423520_at
ENSMUSG00000022809,Nr1i2,1425723_at
ENSMUSG00000022809,Nr1i2,1451807_at
ENSMUSG00000114162,Gm3785,1436946_s_at
ENSMUSG00000002808,Epdr1,1450380_at
ENSMUSG00000002808,Epdr1,1421815_at
ENSMUSG00000022678,Nde1,1435737_a_at
ENSMUSG00000021359,Tfap2a,1421995_at
ENSMUSG00000021359,Tfap2a,1421996_at
ENSMUSG00000021359,Tfap2a,1426048_s_at
ENSMUSG00000054302,Eapp,1432444_a_at
ENSMUSG00000033863,Klf9,1422264_s_at
ENSMUSG00000033863,Klf9,1452723_at
ENSMUSG00000033863,Klf9,1456341_a_at
ENSMUSG00000033863,Klf9,1428289_at
ENSMUSG00000033863,Klf9,1436763_a_at
ENSMUSG00000033863,Klf9,1428288_at
ENSMUSG00000033863,Klf9,1436952_at
ENSMUSG00000006456,Rbm14,1456566_x_at
ENSMUSG00000006456,Rbm14,1437032_x_at
ENSMUSG00000006456,Rbm14,1436979_x_at
ENSMUSG00000006456,Rbm14,1450569_a_at
ENSMUSG00000006456,Rbm14,1452003_at
ENSMUSG00000025075,Habp2,1443696_s_at
ENSMUSG00000025075,Habp2,1443695_at
ENSMUSG00000117627,Tpi-rs10,1415918_a_at
ENSMUSG00000072255,Rpl31-ps17,1436924_x_at
ENSMUSG00000072255,Rpl31-ps17,1460008_x_at
ENSMUSG00000072255,Rpl31-ps17,1428212_x_at
ENSMUSG00000017843,Ppp2r5c,1427003_at
ENSMUSG00000017843,Ppp2r5c,1425542_a_at
ENSMUSG00000017843,Ppp2r5c,1434205_at
ENSMUSG00000017843,Ppp2r5c,1425726_x_at
ENSMUSG00000017843,Ppp2r5c,1425725_s_at
ENSMUSG00000017843,Ppp2r5c,1434206_s_at
ENSMUSG00000044393,Dsg2,1425619_s_at
ENSMUSG00000044393,Dsg2,1460380_at
ENSMUSG00000044393,Dsg2,1449740_s_at
ENSMUSG00000044393,Dsg2,1439476_at
ENSMUSG00000044393,Dsg2,1426153_a_at
ENSMUSG00000021319,Sfrp4,1451031_at
ENSMUSG00000002489,Tiam1,1418057_at
ENSMUSG00000002489,Tiam1,1453887_a_at
ENSMUSG00000061808,Ttr,1454608_x_at
ENSMUSG00000061808,Ttr,1451580_a_at
ENSMUSG00000061808,Ttr,1459737_s_at
ENSMUSG00000061808,Ttr,1455913_x_at
ENSMUSG00000091449,Gm10269,1454856_x_at
ENSMUSG00000091449,Gm10269,1455950_x_at
ENSMUSG00000091449,Gm10269,1434231_x_at
ENSMUSG00000091449,Gm10269,1416243_a_at
ENSMUSG00000056124,B4galt6,1460329_at
ENSMUSG00000056124,B4galt6,1454856_x_at
ENSMUSG00000056124,B4galt6,1450913_at
ENSMUSG00000056124,B4galt6,1423228_at
ENSMUSG00000056124,B4galt6,1455950_x_at
ENSMUSG00000056124,B4galt6,1434231_x_at
ENSMUSG00000056124,B4galt6,1435758_at
ENSMUSG00000056124,B4galt6,1416243_a_at
ENSMUSG00000034108,Ccs,1448615_at
ENSMUSG00000021360,Gcnt2,1451733_at
ENSMUSG00000021360,Gcnt2,1421415_s_at
ENSMUSG00000021360,Gcnt2,1425503_at
ENSMUSG00000021360,Gcnt2,1430826_s_at
ENSMUSG00000021360,Gcnt2,1453674_at
ENSMUSG00000083282,Ctsf,1451019_at
ENSMUSG00000021514,Zfp369,1427538_at
ENSMUSG00000111904,Gm2395,1416028_a_at
ENSMUSG00000112186,Gm2412,1416028_a_at
ENSMUSG00000024594,Prrc1,1432818_at
ENSMUSG00000024594,Prrc1,1429652_at
ENSMUSG00000024594,Prrc1,1424058_at
ENSMUSG00000024594,Prrc1,1451215_at
ENSMUSG00000024594,Prrc1,1439922_at
ENSMUSG00000114194,Gm3800,1435791_x_at
ENSMUSG00000022805,Cfap91,1456711_at
ENSMUSG00000022805,Cfap91,1428019_at
ENSMUSG00000005656,Snx6,1425148_a_at
ENSMUSG00000005656,Snx6,1447234_s_at
ENSMUSG00000005656,Snx6,1429497_s_at
ENSMUSG00000005656,Snx6,1451602_at
ENSMUSG00000006457,Actn3,1418677_at
ENSMUSG00000113207,Cbx3-ps5,1439421_x_at
ENSMUSG00000113207,Cbx3-ps5,1448504_a_at
ENSMUSG00000046516,Cox17,1434435_s_at
ENSMUSG00000046516,Cox17,1434871_at
ENSMUSG00000024943,Smc5,1426271_at
ENSMUSG00000024943,Smc5,1426270_at
ENSMUSG00000022982,Sod1,1451124_at
ENSMUSG00000022982,Sod1,1459976_s_at
ENSMUSG00000022982,Sod1,1440222_at
ENSMUSG00000022803,Popdc2,1417806_at
ENSMUSG00000002847,Pla1a,1417785_at
ENSMUSG00000038683,Pak1ip1,1423766_at
ENSMUSG00000038683,Pak1ip1,1430875_a_at
ENSMUSG00000002844,Adprh,1460183_at
ENSMUSG00000002844,Adprh,1448333_at
ENSMUSG00000075122,Cd80,1432826_a_at
ENSMUSG00000075122,Cd80,1451950_a_at
ENSMUSG00000075122,Cd80,1427717_at
ENSMUSG00000002846,Timmdc1,1420329_at
ENSMUSG00000021361,Tmem14c,1416479_a_at
ENSMUSG00000034064,Poglut1,1426535_at
ENSMUSG00000113565,Cbx3-ps2,1439421_x_at
ENSMUSG00000113565,Cbx3-ps2,1448504_a_at
ENSMUSG00000024597,Slc12a2,1417622_at
ENSMUSG00000024597,Slc12a2,1448780_at
ENSMUSG00000024597,Slc12a2,1417623_at
ENSMUSG00000018707,Dync1h1,1416648_at
ENSMUSG00000050243,Gm5446,1418527_a_at
ENSMUSG00000022983,Scaf4,1435304_at
ENSMUSG00000022983,Scaf4,1459999_at
ENSMUSG00000022983,Scaf4,1427333_s_at
ENSMUSG00000022983,Scaf4,1452396_at
ENSMUSG00000041112,Elmo1,1450208_a_at
ENSMUSG00000041112,Elmo1,1424523_at
ENSMUSG00000041112,Elmo1,1446610_at
ENSMUSG00000024317,Rnf138,1419368_a_at
ENSMUSG00000024317,Rnf138,1454064_a_at
ENSMUSG00000024317,Rnf138,1419369_at
ENSMUSG00000024313,Mep1b,1418215_at
ENSMUSG00000033053,1700028P14Rik,1419326_at
ENSMUSG00000117944,Gm50422,1454627_a_at
ENSMUSG00000062929,Cfl2,1418066_at
ENSMUSG00000062929,Cfl2,1418067_at
ENSMUSG00000062929,Cfl2,1431432_at
ENSMUSG00000044424,Gm9493,1419364_a_at
ENSMUSG00000051255,Gm6563,1456626_a_at
ENSMUSG00000051255,Gm6563,1439438_a_at
ENSMUSG00000051255,Gm6563,1416095_x_at
ENSMUSG00000056508,1700001K19Rik,1422722_at
ENSMUSG00000071294,Cbx3-ps4,1439421_x_at
ENSMUSG00000071294,Cbx3-ps4,1448504_a_at
ENSMUSG00000021322,Aoah,1450764_at
ENSMUSG00000116656,Gm49708,1423071_x_at
ENSMUSG00000116656,Gm49708,1423072_at
ENSMUSG00000053414,Hunk,1418260_at
ENSMUSG00000024598,Fbn2,1422831_at
ENSMUSG00000024598,Fbn2,1454830_at
ENSMUSG00000022978,Mis18a,1453314_x_at
ENSMUSG00000022978,Mis18a,1428483_a_at
ENSMUSG00000095847,Gm5451,1416420_a_at
ENSMUSG00000039956,Mrap,1451371_at
ENSMUSG00000021520,Uqcrb,1455997_a_at
ENSMUSG00000021520,Uqcrb,1416337_at
ENSMUSG00000002845,Tmem39a,1423316_at
ENSMUSG00000002845,Tmem39a,1441490_at
ENSMUSG00000074826,Gm10767,1428966_at
ENSMUSG00000021363,Mak,1422724_at
ENSMUSG00000021363,Mak,1422725_at
ENSMUSG00000021270,Hsp90aa1,1426645_at
ENSMUSG00000021270,Hsp90aa1,1438902_a_at
ENSMUSG00000021270,Hsp90aa1,1437497_a_at
ENSMUSG00000063904,Dpp3,1448215_a_at
ENSMUSG00000024601,Isoc1,1425053_at
ENSMUSG00000024601,Isoc1,1425050_at
ENSMUSG00000024601,Isoc1,1425052_at
ENSMUSG00000024601,Isoc1,1425051_at
ENSMUSG00000062198,2700097O09Rik,1428810_at
ENSMUSG00000113137,Gm7511,1424473_at
ENSMUSG00000021326,Trim27,1415815_at
ENSMUSG00000021326,Trim27,1438376_s_at
ENSMUSG00000021326,Trim27,1448101_s_at
ENSMUSG00000021326,Trim27,1456375_x_at
ENSMUSG00000021326,Trim27,1457051_at
ENSMUSG00000020593,Lpin1,1426516_a_at
ENSMUSG00000020593,Lpin1,1418288_at
ENSMUSG00000024812,Tjp2,1450985_a_at
ENSMUSG00000024812,Tjp2,1434599_a_at
ENSMUSG00000024812,Tjp2,1450984_at
ENSMUSG00000024812,Tjp2,1434600_at
ENSMUSG00000018830,Myh11,1448962_at
ENSMUSG00000021666,Gfm2,1426590_at
ENSMUSG00000021666,Gfm2,1426591_at
ENSMUSG00000059363,Fxn,1427282_a_at
ENSMUSG00000024902,Mrpl11,1437131_x_at
ENSMUSG00000024902,Mrpl11,1417918_at
ENSMUSG00000024902,Mrpl11,1437839_x_at
ENSMUSG00000024902,Mrpl11,1438080_at
ENSMUSG00000054072,Iigp1,1419042_at
ENSMUSG00000054072,Iigp1,1419043_a_at
ENSMUSG00000038059,Smim3,1423306_at
ENSMUSG00000024603,Dctn4,1420861_at
ENSMUSG00000024603,Dctn4,1420863_at
ENSMUSG00000024603,Dctn4,1450030_at
ENSMUSG00000024603,Dctn4,1420862_at
ENSMUSG00000024867,Pip5k1b,1450389_s_at
ENSMUSG00000024867,Pip5k1b,1421833_at
ENSMUSG00000024867,Pip5k1b,1421834_at
ENSMUSG00000022799,Arhgap31,1455164_at
ENSMUSG00000022799,Arhgap31,1443255_s_at
ENSMUSG00000022799,Arhgap31,1450255_at
ENSMUSG00000022799,Arhgap31,1432022_at
ENSMUSG00000074922,Fam122a,1430769_s_at
ENSMUSG00000074922,Fam122a,1450411_at
ENSMUSG00000021362,Gcm2,1420456_at
ENSMUSG00000021362,Gcm2,1420455_at
ENSMUSG00000022677,Cep20,1451187_at
ENSMUSG00000021519,Mterf3,1454116_a_at
ENSMUSG00000058927,Gm10053,1422483_a_at
ENSMUSG00000058927,Gm10053,1422484_at
ENSMUSG00000058927,Gm10053,1456071_a_at
ENSMUSG00000051490,Foxd4,1422318_at
ENSMUSG00000022793,B4galt4,1425934_a_at
ENSMUSG00000024604,Rbm22,1452675_at
ENSMUSG00000049134,Nrap,1421253_at
ENSMUSG00000037957,Wdr20,1449197_at
ENSMUSG00000037957,Wdr20,1431227_at
ENSMUSG00000037957,Wdr20,1451220_at
ENSMUSG00000020591,Ntsr2,1417151_a_at
ENSMUSG00000049173,Myoz3,1430738_at
ENSMUSG00000049173,Myoz3,1450365_at
ENSMUSG00000004344,Gpx5,1420698_at
ENSMUSG00000043079,Synpo,1434089_at
ENSMUSG00000043079,Synpo,1427045_at
ENSMUSG00000039903,Eva1c,1454048_a_at
ENSMUSG00000004341,Gpx6,1452135_at
ENSMUSG00000021244,Ylpm1,1424532_at
ENSMUSG00000054008,Ndst1,1460436_at
ENSMUSG00000054008,Ndst1,1428367_at
ENSMUSG00000054008,Ndst1,1422044_at
ENSMUSG00000021665,Hexb,1437874_s_at
ENSMUSG00000021665,Hexb,1460180_at
ENSMUSG00000024608,Rps14,1436586_x_at
ENSMUSG00000036721,Zscan12,1451281_at
ENSMUSG00000036721,Zscan12,1444149_at
ENSMUSG00000041773,Enc1,1420964_at
ENSMUSG00000041773,Enc1,1450061_at
ENSMUSG00000041773,Enc1,1420965_a_at
ENSMUSG00000056458,Mok,1449476_at
ENSMUSG00000022972,Cfap298,1437682_x_at
ENSMUSG00000022972,Cfap298,1424315_at
ENSMUSG00000022972,Cfap298,1455276_x_at
ENSMUSG00000022972,Cfap298,1435301_at
ENSMUSG00000021518,Ptdss1,1441866_s_at
ENSMUSG00000021518,Ptdss1,1416372_at
ENSMUSG00000024302,Dtna,1419223_a_at
ENSMUSG00000024302,Dtna,1426066_a_at
ENSMUSG00000024302,Dtna,1427588_a_at
ENSMUSG00000024302,Dtna,1429768_at
ENSMUSG00000024302,Dtna,1456069_at
ENSMUSG00000024302,Dtna,1425292_at
ENSMUSG00000073079,Srp54a,1425665_a_at
ENSMUSG00000073079,Srp54a,1416153_at
ENSMUSG00000073079,Srp54a,1416154_at
ENSMUSG00000021364,Elovl2,1416444_at
ENSMUSG00000112022,Gm2436,1417479_at
ENSMUSG00000112022,Gm2436,1417478_a_at
ENSMUSG00000069117,Rps18-ps6,1435712_a_at
ENSMUSG00000069117,Rps18-ps6,1448739_x_at
ENSMUSG00000023088,Abcc1,1421378_s_at
ENSMUSG00000023088,Abcc1,1452233_at
ENSMUSG00000091498,Mpc1-ps,1453651_a_at
ENSMUSG00000112449,Srp54b,1425665_a_at
ENSMUSG00000112449,Srp54b,1416153_at
ENSMUSG00000112449,Srp54b,1416154_at
ENSMUSG00000021327,Zkscan3,1422551_at
ENSMUSG00000021327,Zkscan3,1415689_s_at
ENSMUSG00000021327,Zkscan3,1437892_at
ENSMUSG00000024610,Cd74,1425519_a_at
ENSMUSG00000112690,Gm2446,1417479_at
ENSMUSG00000112690,Gm2446,1417478_a_at
ENSMUSG00000024891,Slc29a2,1448257_at
ENSMUSG00000021276,Cinp,1425830_a_at
ENSMUSG00000021365,Nedd9,1450767_at
ENSMUSG00000021365,Nedd9,1422818_at
ENSMUSG00000021365,Nedd9,1437132_x_at
ENSMUSG00000093327,Mir5107,1425519_a_at
ENSMUSG00000024277,Mapre2,1426244_at
ENSMUSG00000024277,Mapre2,1451990_at
ENSMUSG00000024277,Mapre2,1426245_s_at
ENSMUSG00000024277,Mapre2,1451989_a_at
ENSMUSG00000047261,Gap43,1423537_at
ENSMUSG00000004789,Dlst,1423710_at
ENSMUSG00000004789,Dlst,1431011_at
ENSMUSG00000009575,Cbx5,1450416_at
ENSMUSG00000009575,Cbx5,1421933_at
ENSMUSG00000009575,Cbx5,1454636_at
ENSMUSG00000009575,Cbx5,1421934_at
ENSMUSG00000047379,B4gat1,1452346_at
ENSMUSG00000024878,Cbwd1,1451531_at
ENSMUSG00000057396,Zfp759,1445270_at
ENSMUSG00000057396,Zfp759,1452623_at
ENSMUSG00000022676,Snai2,1447643_x_at
ENSMUSG00000022676,Snai2,1418673_at
ENSMUSG00000022228,Zscan26,1457285_at
ENSMUSG00000041841,Rpl37,1453729_a_at
ENSMUSG00000041841,Rpl37,1434872_x_at
ENSMUSG00000041841,Rpl37,1450838_x_at
ENSMUSG00000117405,Rpl19-ps7,1416219_at
ENSMUSG00000117789,Gm50388,1452346_at
ENSMUSG00000117789,Gm50388,1417897_at
ENSMUSG00000024276,Zfp397,1425361_at
ENSMUSG00000024276,Zfp397,1435664_at
ENSMUSG00000059395,Nkapl,1449561_at
ENSMUSG00000025076,Casp7,1426062_a_at
ENSMUSG00000025076,Casp7,1448659_at
ENSMUSG00000068706,Gm10250,1423676_at
ENSMUSG00000068706,Gm10250,1435112_a_at
ENSMUSG00000063281,Zfp35,1417778_at
ENSMUSG00000051469,Zfp24,1430651_s_at
ENSMUSG00000051469,Zfp24,1426895_at
ENSMUSG00000051469,Zfp24,1430650_at
ENSMUSG00000051469,Zfp24,1426896_at
ENSMUSG00000051469,Zfp24,1450762_s_at
ENSMUSG00000051469,Zfp24,1422810_at
ENSMUSG00000080268,Brms1,1417897_at
ENSMUSG00000080268,Brms1,1426129_at
ENSMUSG00000079108,Srp54c,1425665_a_at
ENSMUSG00000079108,Srp54c,1416153_at
ENSMUSG00000079108,Srp54c,1416154_at
ENSMUSG00000047989,Ino80c,1433859_at
ENSMUSG00000078139,AK157302,1423652_at
ENSMUSG00000078139,AK157302,1423651_at
ENSMUSG00000022463,Srebf2,1452174_at
ENSMUSG00000022463,Srebf2,1426744_at
ENSMUSG00000051037,Zfp455,1455292_x_at
ENSMUSG00000051037,Zfp455,1427217_at
ENSMUSG00000079941,Cox5b-ps,1435613_x_at
ENSMUSG00000079941,Cox5b-ps,1416902_a_at
ENSMUSG00000079941,Cox5b-ps,1456588_x_at
ENSMUSG00000079941,Cox5b-ps,1454716_x_at
ENSMUSG00000052085,Dock8,1449419_at
ENSMUSG00000052085,Dock8,1433437_at
ENSMUSG00000052085,Dock8,1431961_at
ENSMUSG00000036523,Greb1,1445324_s_at
ENSMUSG00000036523,Greb1,1439568_at
ENSMUSG00000036523,Greb1,1419593_at
ENSMUSG00000024613,Tcof1,1423601_s_at
ENSMUSG00000024613,Tcof1,1423600_a_at
ENSMUSG00000024613,Tcof1,1424643_at
ENSMUSG00000022369,Mtbp,1448638_at
ENSMUSG00000024883,Rin1,1424507_at
ENSMUSG00000058022,Adtrp,1427957_at
ENSMUSG00000022674,Ube2v2,1417983_a_at
ENSMUSG00000022674,Ube2v2,1429131_at
ENSMUSG00000022674,Ube2v2,1417984_at
ENSMUSG00000022674,Ube2v2,1429132_at
ENSMUSG00000095152,Gm3657,1422618_x_at
ENSMUSG00000095152,Gm3657,1422617_at
ENSMUSG00000056380,Gpr50,1450346_at
ENSMUSG00000056380,Gpr50,1455498_at
ENSMUSG00000056481,Cd248,1417439_at
ENSMUSG00000116140,Gm7748,1435534_a_at
ENSMUSG00000021022,Ppp2r3c,1417479_at
ENSMUSG00000021022,Ppp2r3c,1417478_a_at
ENSMUSG00000021022,Ppp2r3c,1453515_at
ENSMUSG00000022673,Mcm4,1416214_at
ENSMUSG00000022673,Mcm4,1436708_x_at
ENSMUSG00000083411,Rpl30-ps10,1418273_a_at
ENSMUSG00000033965,Slc16a2,1418445_at
ENSMUSG00000033965,Slc16a2,1418446_at
ENSMUSG00000019235,Rps6kl1,1426466_s_at
ENSMUSG00000073257,Gm10488,1422618_x_at
ENSMUSG00000073257,Gm10488,1422617_at
ENSMUSG00000035818,Plekhs1,1427521_a_at
ENSMUSG00000036412,Arsi,1427508_at
ENSMUSG00000094338,H2bc13,1452540_a_at
ENSMUSG00000096311,Gm3681,1422618_x_at
ENSMUSG00000096311,Gm3681,1422617_at
ENSMUSG00000000420,Galnt1,1423236_at
ENSMUSG00000000420,Galnt1,1423237_at
ENSMUSG00000022974,Paxbp1,1418007_at
ENSMUSG00000022974,Paxbp1,1418008_at
ENSMUSG00000022974,Paxbp1,1418009_at
ENSMUSG00000073131,Vma21,1434233_at
ENSMUSG00000073131,Vma21,1427937_at
ENSMUSG00000073131,Vma21,1452607_at
ENSMUSG00000073131,Vma21,1434232_a_at
ENSMUSG00000057469,E2f6,1448835_at
ENSMUSG00000071516,H2ac13,1460314_s_at
ENSMUSG00002076515,,1452540_a_at
ENSMUSG00000101355,H3c10,1460314_s_at
ENSMUSG00002075904,,1452540_a_at
ENSMUSG00000021366,Hivep1,1422742_at
ENSMUSG00000073255,Gm14632,1422618_x_at
ENSMUSG00000073255,Gm14632,1422617_at
ENSMUSG00000004791,Pgf,1418471_at
ENSMUSG00000114279,H2bc14,1452540_a_at
ENSMUSG00000067455,H4c11,1431658_at
ENSMUSG00000067455,H4c11,1422948_s_at
ENSMUSG00000060429,Sntb1,1436204_at
ENSMUSG00000060429,Sntb1,1421455_at
ENSMUSG00000060429,Sntb1,1435987_x_at
ENSMUSG00000060429,Sntb1,1451938_a_at
ENSMUSG00000060429,Sntb1,1436203_a_at
ENSMUSG00000060429,Sntb1,1438288_x_at
ENSMUSG00000021367,Edn1,1451924_a_at
ENSMUSG00000064288,H4c12,1422948_s_at
ENSMUSG00000024837,Dmrt1,1423582_at
ENSMUSG00002075711,,1452540_a_at
ENSMUSG00000096539,Gm7438,1422618_x_at
ENSMUSG00000096539,Gm7438,1422617_at
ENSMUSG00000041380,Htr2c,1435513_at
ENSMUSG00000041380,Htr2c,1450477_at
ENSMUSG00000022151,Ttc33,1423958_a_at
ENSMUSG00000024273,2700062C07Rik,1450425_a_at
ENSMUSG00000025077,Dclre1a,1432097_a_at
ENSMUSG00000025077,Dclre1a,1417904_at
ENSMUSG00000025077,Dclre1a,1442329_at
ENSMUSG00000095217,H2bc15,1452540_a_at
ENSMUSG00000085398,4931406G06Rik,1430772_at
ENSMUSG00000039851,4932438H23Rik,1420687_at
ENSMUSG00000101972,H3c11,1460314_s_at
ENSMUSG00000101972,H3c11,1443475_at
ENSMUSG00000081176,H3f3a-ps2,1423263_at
ENSMUSG00000081176,H3f3a-ps2,1423262_a_at
ENSMUSG00000081176,H3f3a-ps2,1434127_a_at
ENSMUSG00000040446,Rprd1a,1454964_at
ENSMUSG00000040446,Rprd1a,1451631_at
ENSMUSG00002075444,,1427762_x_at
ENSMUSG00002075444,,1452540_a_at
ENSMUSG00000056537,Rlim,1439403_x_at
ENSMUSG00000056537,Rlim,1418730_at
ENSMUSG00000056537,Rlim,1417250_at
ENSMUSG00000056537,Rlim,1418731_at
