EnsemblID,GeneName,ID
ENSMUSG00000025786,Zdhhc3,1423647_a_at
ENSMUSG00000025786,Zdhhc3,1438897_at
ENSMUSG00000025786,Zdhhc3,1455368_at
ENSMUSG00000025786,Zdhhc3,1423646_at
ENSMUSG00000020516,Rps6kb1,1428849_at
ENSMUSG00000020516,Rps6kb1,1454956_at
ENSMUSG00000020516,Rps6kb1,1460705_at
ENSMUSG00000029328,Hnrnpdl,1449039_a_at
ENSMUSG00000029328,Hnrnpdl,1424251_a_at
ENSMUSG00000029328,Hnrnpdl,1456698_s_at
ENSMUSG00000029328,Hnrnpdl,1420093_s_at
ENSMUSG00000029328,Hnrnpdl,1428224_at
ENSMUSG00000029328,Hnrnpdl,1428225_s_at
ENSMUSG00000029328,Hnrnpdl,1424252_at
ENSMUSG00000025785,Exosc7,1448365_at
ENSMUSG00000043733,Ptpn11,1451225_at
ENSMUSG00000043733,Ptpn11,1427699_a_at
ENSMUSG00000043733,Ptpn11,1421196_at
ENSMUSG00000039356,Exosc2,1426630_at
ENSMUSG00000013698,Pea15a,1416406_at
ENSMUSG00000013698,Pea15a,1416407_at
ENSMUSG00000032181,Scg3,1448628_at
ENSMUSG00000028470,Hint2,1425196_a_at
ENSMUSG00000020717,Pecam1,1421287_a_at
ENSMUSG00000017817,Jph2,1421453_at
ENSMUSG00000017817,Jph2,1455404_at
ENSMUSG00000035399,Oser1,1416856_at
ENSMUSG00000030979,Uros,1423482_at
ENSMUSG00000043770,Gm12481,1437683_x_at
ENSMUSG00000043770,Gm12481,1435738_x_at
ENSMUSG00000043770,Gm12481,1455236_x_at
ENSMUSG00000043770,Gm12481,1433786_x_at
ENSMUSG00000027363,Usp8,1422883_at
ENSMUSG00000007122,Casq1,1422598_at
ENSMUSG00000006641,Slc5a6,1435860_at
ENSMUSG00000025784,Clec3b,1449466_at
ENSMUSG00000035498,Cdcp1,1427095_at
ENSMUSG00000030983,Bccip,1448542_at
ENSMUSG00000050215,Olfr70,1422367_at
ENSMUSG00000032179,Bmp5,1455851_at
ENSMUSG00000032179,Bmp5,1421283_at
ENSMUSG00000032179,Bmp5,1421282_at
ENSMUSG00000046450,Olfr71,1422373_at
ENSMUSG00000054871,Tmem158,1428074_at
ENSMUSG00000054871,Tmem158,1452652_at
ENSMUSG00000044801,Olfr159,1450590_at
ENSMUSG00000058492,Scp2-ps2,1449686_s_at
ENSMUSG00000058492,Scp2-ps2,1426219_at
ENSMUSG00000110970,Olfr156,1422337_at
ENSMUSG00000111611,Olfr157,1460312_at
ENSMUSG00000071000,Olfr155,1422343_at
ENSMUSG00000028476,Reck,1450784_at
ENSMUSG00000020439,Smtn,1452469_a_at
ENSMUSG00000029326,Enoph1,1423705_at
ENSMUSG00000029326,Enoph1,1437327_x_at
ENSMUSG00000081611,Gm13651,1452062_at
ENSMUSG00000027215,Cd82,1416401_at
ENSMUSG00000027215,Cd82,1449611_at
ENSMUSG00000028480,Glipr2,1452803_at
ENSMUSG00000028480,Glipr2,1428492_at
ENSMUSG00000025241,Fyco1,1427177_at
ENSMUSG00000029614,Rpl6,1416546_a_at
ENSMUSG00000028478,Clta,1421062_s_at
ENSMUSG00000028478,Clta,1434540_a_at
ENSMUSG00000060509,Xcr1,1422294_at
ENSMUSG00000025804,Ccr1,1419609_at
ENSMUSG00000025804,Ccr1,1419610_at
ENSMUSG00000064039,Ccr1l1,1422349_at
ENSMUSG00000035448,Ccr3,1422957_at
ENSMUSG00000013622,Atraid,1428380_at
ENSMUSG00000049103,Ccr2,1421187_at
ENSMUSG00000049103,Ccr2,1460067_at
ENSMUSG00000049103,Ccr2,1421186_at
ENSMUSG00000049103,Ccr2,1421188_at
ENSMUSG00000079227,Ccr5,1424727_at
ENSMUSG00000079227,Ccr5,1422259_a_at
ENSMUSG00000079227,Ccr5,1422260_x_at
ENSMUSG00000028479,Gne,1455583_at
ENSMUSG00000028479,Gne,1448810_at
ENSMUSG00000017943,Gdap1l1,1424935_at
ENSMUSG00000017943,Gdap1l1,1455443_at
ENSMUSG00000070780,Rbm47,1438021_at
ENSMUSG00000070780,Rbm47,1423411_at
ENSMUSG00000027364,Usp50,1430760_a_at
ENSMUSG00000027364,Usp50,1428296_at
ENSMUSG00000047036,Zfp445,1427254_at
ENSMUSG00000047036,Zfp445,1454774_at
ENSMUSG00000047036,Zfp445,1427255_s_at
ENSMUSG00000033533,Acsm1,1418668_at
ENSMUSG00000074846,Gm10774,1428296_at
ENSMUSG00000035696,Rnf38,1428101_at
ENSMUSG00000035696,Rnf38,1431993_a_at
ENSMUSG00000040310,Alx4,1421737_at
ENSMUSG00000057895,Zfp105,1460252_s_at
ENSMUSG00000046840,Hnf4aos,1425246_at
ENSMUSG00000026842,Abl1,1444134_at
ENSMUSG00000026842,Abl1,1423999_at
ENSMUSG00000032551,1110059G10Rik,1418048_at
ENSMUSG00000025239,Limd1,1422731_at
ENSMUSG00000025239,Limd1,1422730_at
ENSMUSG00000006599,Gtf2h1,1453169_a_at
ENSMUSG00000020513,Tubd1,1421748_a_at
ENSMUSG00000025240,Sacm1l,1416500_at
ENSMUSG00000026361,Cdc73,1443986_at
ENSMUSG00000026361,Cdc73,1427971_at
ENSMUSG00000026361,Cdc73,1427972_at
ENSMUSG00000026361,Cdc73,1427973_s_at
ENSMUSG00000026361,Cdc73,1429940_at
ENSMUSG00000026361,Cdc73,1439103_at
ENSMUSG00000087298,Gm9392,1424139_at
ENSMUSG00000030942,Thumpd1,1436007_a_at
ENSMUSG00000035683,Melk,1416558_at
ENSMUSG00000036634,Mag,1460219_at
ENSMUSG00000018171,Vmp1,1423722_at
ENSMUSG00000018171,Vmp1,1421491_a_at
ENSMUSG00000006304,Arpc2,1437148_at
ENSMUSG00000025243,Slc6a20b,1436667_at
ENSMUSG00000025243,Slc6a20b,1422899_at
ENSMUSG00000014030,Pax5,1421765_at
ENSMUSG00000014030,Pax5,1458978_at
ENSMUSG00000014030,Pax5,1459916_at
ENSMUSG00000083992,Gm11478,1435873_a_at
ENSMUSG00000083992,Gm11478,1455485_x_at
ENSMUSG00000083992,Gm11478,1417608_a_at
ENSMUSG00000072582,Ptrh2,1451845_a_at
ENSMUSG00000072582,Ptrh2,1455894_at
ENSMUSG00000036814,Slc6a20a,1427221_at
ENSMUSG00000042726,Trafd1,1428346_at
ENSMUSG00000033849,B3galt2,1437433_at
ENSMUSG00000033849,B3galt2,1423084_at
ENSMUSG00000033849,B3galt2,1437644_at
ENSMUSG00000017950,Hnf4a,1427001_s_at
ENSMUSG00000017950,Hnf4a,1427000_at
ENSMUSG00000017950,Hnf4a,1450447_at
ENSMUSG00000017950,Hnf4a,1421983_s_at
ENSMUSG00000089640,Gm6397,1451184_at
ENSMUSG00000038034,Igsf8,1460675_at
ENSMUSG00000100153,Ppp1ccb,1450149_a_at
ENSMUSG00000100153,Ppp1ccb,1452046_a_at
ENSMUSG00000029530,Ccr9,1442758_at
ENSMUSG00000029530,Ccr9,1421920_a_at
ENSMUSG00000029530,Ccr9,1427419_x_at
ENSMUSG00000029530,Ccr9,1421919_a_at
ENSMUSG00000030986,Dhx32,1420427_a_at
ENSMUSG00000058922,Gm10052,1430019_a_at
ENSMUSG00000058922,Gm10052,1430020_x_at
ENSMUSG00000058922,Gm10052,1423531_a_at
ENSMUSG00000025245,Lztfl1,1430019_a_at
ENSMUSG00000025245,Lztfl1,1435514_at
ENSMUSG00000025245,Lztfl1,1417170_at
ENSMUSG00000025245,Lztfl1,1430020_x_at
ENSMUSG00000025245,Lztfl1,1423531_a_at
ENSMUSG00000025245,Lztfl1,1428974_s_at
ENSMUSG00000025245,Lztfl1,1460200_s_at
ENSMUSG00000006299,Aamp,1454754_a_at
ENSMUSG00000004113,Cacna1b,1425812_a_at
ENSMUSG00000004113,Cacna1b,1460608_at
ENSMUSG00000004113,Cacna1b,1439612_at
ENSMUSG00000004113,Cacna1b,1436602_x_at
ENSMUSG00000080916,Gm12463,1449364_at
ENSMUSG00000035649,Zcchc7,1417321_at
ENSMUSG00000020718,Polg2,1450816_at
ENSMUSG00000018196,Glrx2,1422998_a_at
ENSMUSG00000018196,Glrx2,1437680_x_at
ENSMUSG00000018196,Glrx2,1437679_a_at
ENSMUSG00000056978,Hamp2,1436643_x_at
ENSMUSG00000108352,Usf2-ps1,1418241_at
ENSMUSG00000035637,Grhpr,1417772_at
ENSMUSG00000020719,Ddx5,1419653_a_at
ENSMUSG00000020719,Ddx5,1423645_a_at
ENSMUSG00000020719,Ddx5,1454793_x_at
ENSMUSG00000020719,Ddx5,1438371_x_at
ENSMUSG00000050440,Hamp,1419196_at
ENSMUSG00000050440,Hamp,1419197_x_at
ENSMUSG00000030688,Stard10,1448956_at
ENSMUSG00000048521,Cxcr6,1425832_a_at
ENSMUSG00000048521,Cxcr6,1422812_at
ENSMUSG00000047562,Mmp10,1420450_at
ENSMUSG00000018199,Ro60,1436533_at
ENSMUSG00000018199,Ro60,1436534_at
ENSMUSG00000018199,Ro60,1436535_at
ENSMUSG00000018199,Ro60,1423433_at
ENSMUSG00000005800,Mmp8,1449366_at
ENSMUSG00000093273,Mir3064,1419653_a_at
ENSMUSG00000093273,Mir3064,1454793_x_at
ENSMUSG00000093273,Mir3064,1438371_x_at
ENSMUSG00000047126,Cltc,1454626_at
ENSMUSG00000007097,Atp1a2,1443823_s_at
ENSMUSG00000007097,Atp1a2,1427465_at
ENSMUSG00000007097,Atp1a2,1455136_at
ENSMUSG00000007097,Atp1a2,1434893_at
ENSMUSG00000007097,Atp1a2,1452308_a_at
ENSMUSG00000028318,Polr1e,1435057_x_at
ENSMUSG00000028318,Polr1e,1419058_at
ENSMUSG00000043089,Mmp1a,1422175_at
ENSMUSG00000029616,Erp29,1453634_a_at
ENSMUSG00000031802,Phxr4,1422272_at
ENSMUSG00000053111,Fank1,1419566_at
ENSMUSG00000053111,Fank1,1447495_at
ENSMUSG00000053111,Fank1,1419567_at
ENSMUSG00000053111,Fank1,1447496_s_at
ENSMUSG00000079084,Ccdc82,1435346_at
ENSMUSG00000079084,Ccdc82,1421383_at
ENSMUSG00000079084,Ccdc82,1443712_x_at
ENSMUSG00000013629,Cad,1452830_s_at
ENSMUSG00000013629,Cad,1440857_at
ENSMUSG00000013629,Cad,1452829_at
ENSMUSG00000054555,Adam12,1421172_at
ENSMUSG00000054555,Adam12,1421171_at
ENSMUSG00000032598,Nckipsd,1418975_at
ENSMUSG00000038026,Kcnj9,1426115_a_at
ENSMUSG00000038026,Kcnj9,1428602_at
ENSMUSG00000038026,Kcnj9,1450712_at
ENSMUSG00000044708,Kcnj10,1419601_at
ENSMUSG00000050229,Pigm,1440978_at
ENSMUSG00000050229,Pigm,1418964_at
ENSMUSG00000026548,Slamf9,1419315_at
ENSMUSG00000023473,Celsr3,1425067_at
ENSMUSG00000026179,Pnkd,1451399_at
ENSMUSG00000026179,Pnkd,1418746_at
ENSMUSG00000058239,Usf2,1418241_at
ENSMUSG00000058239,Usf2,1460228_at
ENSMUSG00000078713,Tomm5,1415733_a_at
ENSMUSG00000025651,Uqcrc1,1428782_a_at
ENSMUSG00000018189,Uchl5,1419453_at
ENSMUSG00000018189,Uchl5,1419452_at
ENSMUSG00000020434,4921536K21Rik,1420721_at
ENSMUSG00000047205,Dusp18,1437866_at
ENSMUSG00000047205,Dusp18,1451270_at
ENSMUSG00000048807,Slc35e4,1439118_at
ENSMUSG00000048807,Slc35e4,1436693_x_at
ENSMUSG00000048807,Slc35e4,1434167_at
ENSMUSG00000023259,Slc26a6,1416275_at
ENSMUSG00000027198,Ext2,1460170_at
ENSMUSG00000018425,Dhx40,1428267_at
ENSMUSG00000035601,Trmt10b,1426494_at
ENSMUSG00000093803,Ppp2r3d,1455198_a_at
ENSMUSG00000108702,Gm9333,1423610_at
ENSMUSG00000108702,Gm9333,1434120_a_at
ENSMUSG00000063229,Ldha,1419737_a_at
ENSMUSG00000029151,Slc30a3,1460654_at
ENSMUSG00000026840,Lamc3,1451758_at
ENSMUSG00000026840,Lamc3,1425594_at
ENSMUSG00000026360,Rgs2,1419248_at
ENSMUSG00000026360,Rgs2,1419247_at
ENSMUSG00000026360,Rgs2,1447830_s_at
ENSMUSG00000026360,Rgs2,1443250_at
ENSMUSG00000061666,Gdpd1,1424076_at
ENSMUSG00000061666,Gdpd1,1424077_at
ENSMUSG00000042360,4930433N12Rik,1420792_at
ENSMUSG00000029452,Tmem116,1425318_a_at
ENSMUSG00000029452,Tmem116,1453710_at
ENSMUSG00000020495,Smg8,1427737_a_at
ENSMUSG00000006301,Tmbim1,1417162_at
ENSMUSG00000045973,Slc25a51,1433816_at
ENSMUSG00000045973,Slc25a51,1454712_at
ENSMUSG00000045973,Slc25a51,1442406_at
ENSMUSG00000045973,Slc25a51,1427425_at
ENSMUSG00002074999,,1433816_at
ENSMUSG00000017707,Serinc3,1417816_s_at
ENSMUSG00000017707,Serinc3,1434548_at
ENSMUSG00000017707,Serinc3,1417815_a_at
ENSMUSG00000017707,Serinc3,1448847_at
ENSMUSG00000017707,Serinc3,1455550_x_at
ENSMUSG00000017707,Serinc3,1456080_a_at
ENSMUSG00000081559,Gm12411,1429077_x_at
ENSMUSG00000081559,Gm12411,1455767_x_at
ENSMUSG00000035561,Aldh1b1,1451260_at
ENSMUSG00000030935,Acsm3,1425559_a_at
ENSMUSG00000035551,Igfbpl1,1423377_at
ENSMUSG00000035551,Igfbpl1,1450960_at
ENSMUSG00000037995,Igsf9,1420518_a_at
ENSMUSG00000001864,Aif1l,1424262_at
ENSMUSG00000001864,Aif1l,1451287_s_at
ENSMUSG00000001864,Aif1l,1424263_at
ENSMUSG00000029207,Apbb2,1452342_at
ENSMUSG00000029207,Apbb2,1426720_at
ENSMUSG00000029207,Apbb2,1426719_at
ENSMUSG00000035268,Pkig,1434820_s_at
ENSMUSG00000035268,Pkig,1423945_a_at
ENSMUSG00000020492,Ska2,1437480_at
ENSMUSG00000020492,Ska2,1423440_at
ENSMUSG00000020432,Tcn2,1447800_x_at
ENSMUSG00000020432,Tcn2,1448200_at
ENSMUSG00000020432,Tcn2,1457825_x_at
ENSMUSG00000017697,Ada,1417976_at
ENSMUSG00000035517,Tdrd7,1426716_at
ENSMUSG00000027365,Trpm7,1416799_at
ENSMUSG00000027365,Trpm7,1416801_at
ENSMUSG00000027365,Trpm7,1416800_at
ENSMUSG00000027365,Trpm7,1431355_s_at
ENSMUSG00000041124,Msantd4,1424993_at
ENSMUSG00000026358,Rgs1,1417601_at
ENSMUSG00000025892,Gria4,1421351_at
ENSMUSG00000025892,Gria4,1435722_at
ENSMUSG00000028328,Tmod1,1422754_at
ENSMUSG00000030851,Ldhc,1415847_at
ENSMUSG00000030851,Ldhc,1415846_a_at
ENSMUSG00000018362,Kpna2,1415860_at
ENSMUSG00000035495,Tstd2,1437026_at
ENSMUSG00000001247,Lsr,1451255_at
ENSMUSG00000026547,Tagln2,1426529_a_at
ENSMUSG00000025888,Casp1,1449265_at
ENSMUSG00000020430,Pes1,1416173_at
ENSMUSG00000020430,Pes1,1416172_at
ENSMUSG00000028330,Ncbp1,1433663_s_at
ENSMUSG00000026357,Rgs18,1449856_at
ENSMUSG00000026357,Rgs18,1420398_at
ENSMUSG00000033538,Casp4,1449591_at
ENSMUSG00000026177,Slc11a1,1420361_at
ENSMUSG00000028329,Xpa,1460725_at
ENSMUSG00000025887,Casp12,1449297_at
ENSMUSG00000025887,Casp12,1418981_at
ENSMUSG00000018548,Trim37,1436393_a_at
ENSMUSG00000018548,Trim37,1434554_at
ENSMUSG00000018548,Trim37,1455012_s_at
ENSMUSG00000018548,Trim37,1435604_at
ENSMUSG00000062438,Adam1b,1433316_at
ENSMUSG00000062438,Adam1b,1432657_at
ENSMUSG00000072647,Adam1a,1427790_at
ENSMUSG00000072647,Adam1a,1443378_s_at
ENSMUSG00000080816,Gm12447,1436046_x_at
ENSMUSG00000080816,Gm12447,1454627_a_at
ENSMUSG00000030929,Eri2,1454229_a_at
ENSMUSG00000030929,Eri2,1438172_x_at
ENSMUSG00000030929,Eri2,1435390_at
ENSMUSG00000062077,Trim54,1419440_at
ENSMUSG00000049721,Gal3st1,1454078_a_at
ENSMUSG00000032006,Pdgfd,1456532_at
ENSMUSG00000032006,Pdgfd,1426319_at
ENSMUSG00000032006,Pdgfd,1446691_at
ENSMUSG00000028332,Hemgn,1418199_at
ENSMUSG00000105340,Gm42878,1427790_at
ENSMUSG00000105340,Gm42878,1443378_s_at
ENSMUSG00000105340,Gm42878,1417016_at
ENSMUSG00000028333,Anp32b,1417082_at
ENSMUSG00000019368,Sec14l4,1424676_s_at
ENSMUSG00000028334,Nans,1417773_at
ENSMUSG00000028334,Nans,1417774_at
ENSMUSG00000058325,Dock1,1443991_at
ENSMUSG00000058325,Dock1,1452220_at
ENSMUSG00000038676,Ucn,1450610_at
ENSMUSG00000029223,Uchl1,1448260_at
ENSMUSG00000040481,Bptf,1427310_at
ENSMUSG00000040481,Bptf,1427311_at
ENSMUSG00000040481,Bptf,1456615_a_at
ENSMUSG00000040481,Bptf,1439102_at
ENSMUSG00000107283,Mpv17,1420387_at
ENSMUSG00000026176,Ctdsp1,1452055_at
ENSMUSG00000028337,Coro2a,1452367_at
ENSMUSG00000027656,Ccn5,1419015_at
ENSMUSG00000007646,Rad51c,1438453_at
ENSMUSG00000007646,Rad51c,1423026_at
ENSMUSG00000053318,Slamf8,1425294_at
ENSMUSG00000105965,Cycs-ps2,1456071_a_at
ENSMUSG00000029454,Mapkapk5,1417016_at
ENSMUSG00000060128,Gm2710,1439463_x_at
ENSMUSG00000060128,Gm2710,1425048_a_at
ENSMUSG00000026175,Vil1,1448837_at
ENSMUSG00000048824,Gm568,1428038_at
ENSMUSG00000014402,Tsg101,1417004_at
ENSMUSG00000004748,Mtfp1,1424223_at
ENSMUSG00000010342,Tex14,1419240_at
ENSMUSG00000037942,Crp,1421946_at
ENSMUSG00000026542,Apcs,1419059_at
ENSMUSG00000037924,Olfr16,1422382_at
ENSMUSG00000028339,Col15a1,1448755_at
ENSMUSG00000056220,Pla2g4a,1448558_a_at
ENSMUSG00000050866,Clrn3,1434345_at
ENSMUSG00000018326,Ywhab,1420878_a_at
ENSMUSG00000018326,Ywhab,1420879_a_at
ENSMUSG00000018326,Ywhab,1455815_a_at
ENSMUSG00000018326,Ywhab,1436783_x_at
ENSMUSG00000018326,Ywhab,1420880_a_at
ENSMUSG00000018433,Nol11,1423480_at
ENSMUSG00000018433,Nol11,1423479_at
ENSMUSG00000018433,Nol11,1451010_at
ENSMUSG00000029455,Aldh2,1448143_at
ENSMUSG00000029455,Aldh2,1457155_at
ENSMUSG00000087006,Gm13889,1455271_at
ENSMUSG00000027366,Sppl2a,1450459_at
ENSMUSG00000027366,Sppl2a,1452225_at
ENSMUSG00000027366,Sppl2a,1425193_at
ENSMUSG00000043262,Uevld,1421785_at
ENSMUSG00000043262,Uevld,1455551_at
ENSMUSG00000005339,Fcer1a,1421775_at
ENSMUSG00000007613,Tgfbr1,1420893_a_at
ENSMUSG00000007613,Tgfbr1,1420895_at
ENSMUSG00000007613,Tgfbr1,1420894_at
ENSMUSG00000037872,Ackr1,1432273_a_at
ENSMUSG00000109231,Gm45737,1425446_at
ENSMUSG00000110001,C86187,1433483_s_at
ENSMUSG00000110001,C86187,1454618_at
ENSMUSG00000032487,Ptgs2,1417263_at
ENSMUSG00000032487,Ptgs2,1417262_at
ENSMUSG00000020886,Dlg4,1419580_at
ENSMUSG00000020886,Dlg4,1419581_at
ENSMUSG00000020886,Dlg4,1460261_at
ENSMUSG00000020886,Dlg4,1459105_at
ENSMUSG00000042647,Acad12,1437496_at
ENSMUSG00000042647,Acad12,1429339_a_at
ENSMUSG00000027014,Cwc22,1438278_a_at
ENSMUSG00000039740,Alg2,1421059_a_at
ENSMUSG00000053317,Sec61b,1417083_at
ENSMUSG00000099875,Rbm3-ps,1422660_at
ENSMUSG00000100690,Gm4322,1428209_at
ENSMUSG00000106864,Gtf3c2,1452780_at
ENSMUSG00000106864,Gtf3c2,1452781_a_at
ENSMUSG00000106864,Gtf3c2,1428448_a_at
ENSMUSG00000106864,Gtf3c2,1428449_at
ENSMUSG00000006007,Pdc,1449179_at
ENSMUSG00000028341,Nr4a3,1421080_at
ENSMUSG00000028341,Nr4a3,1438796_at
ENSMUSG00000028341,Nr4a3,1421079_at
ENSMUSG00000061455,Stx17,1428917_at
ENSMUSG00000061455,Stx17,1431929_a_at
ENSMUSG00000061455,Stx17,1427924_at
ENSMUSG00000061455,Stx17,1427925_at
ENSMUSG00000030922,Lyrm1,1431774_a_at
ENSMUSG00000030922,Lyrm1,1430831_at
ENSMUSG00000028343,Erp44,1423247_at
ENSMUSG00000028343,Erp44,1423246_at
ENSMUSG00000032002,Dcun1d5,1444582_at
ENSMUSG00000032002,Dcun1d5,1432271_a_at
ENSMUSG00000032002,Dcun1d5,1437256_at
ENSMUSG00000030854,Ptpn5,1425130_a_at
ENSMUSG00000030854,Ptpn5,1423544_at
ENSMUSG00000030854,Ptpn5,1425131_at
ENSMUSG00000028344,Invs,1419308_at
ENSMUSG00000050578,Mmp13,1417256_at
ENSMUSG00000049723,Mmp12,1449153_at
ENSMUSG00000005338,Cadm3,1432273_a_at
ENSMUSG00000005338,Cadm3,1418921_at
ENSMUSG00000005338,Cadm3,1449272_at
ENSMUSG00000005338,Cadm3,1418922_at
ENSMUSG00000081953,Gm12435,1456664_x_at
ENSMUSG00000081953,Gm12435,1450963_at
ENSMUSG00000081953,Gm12435,1437099_x_at
ENSMUSG00000081953,Gm12435,1423382_a_at
ENSMUSG00000028345,Tex10,1439464_s_at
ENSMUSG00000028345,Tex10,1434317_s_at
ENSMUSG00000098960,Mir7056,1425131_at
ENSMUSG00000098960,Mir7056,1425130_a_at
ENSMUSG00000009687,Fxyd5,1418296_at
ENSMUSG00000026174,Cnot9,1450887_at
ENSMUSG00000039693,Msantd3,1430701_a_at
ENSMUSG00000029456,Acad10,1429339_a_at
ENSMUSG00000051373,Plpp7,1424362_at
ENSMUSG00000028347,Tmeff1,1426649_at
ENSMUSG00000037860,Aim2,1426619_at
ENSMUSG00000018322,Tomm34,1448345_at
ENSMUSG00000070501,Ifi214,1435330_at
ENSMUSG00000028348,Cavin4,1420551_at
ENSMUSG00000027011,Ube2e3,1448670_at
ENSMUSG00000027011,Ube2e3,1448671_at
ENSMUSG00000041620,Mmp1b,1422273_at
ENSMUSG00000043263,Ifi209,1435331_at
ENSMUSG00000043263,Ifi209,1435330_at
ENSMUSG00000037736,Limch1,1453802_at
ENSMUSG00000037736,Limch1,1435321_at
ENSMUSG00000037736,Limch1,1435106_at
ENSMUSG00000060317,Acnat2,1425150_at
ENSMUSG00000018209,Stk4,1434159_at
ENSMUSG00000018209,Stk4,1436015_s_at
ENSMUSG00000018209,Stk4,1421107_at
ENSMUSG00000043613,Mmp3,1418945_at
ENSMUSG00000039653,Baat,1419001_at
ENSMUSG00000039653,Baat,1419002_s_at
ENSMUSG00000044018,Mrpl50,1424164_at
ENSMUSG00000044018,Mrpl50,1451266_at
ENSMUSG00000073489,Ifi204,1452348_s_at
ENSMUSG00000073489,Ifi204,1419603_at
ENSMUSG00000032812,Arap1,1428064_at
ENSMUSG00000039634,Zfp189,1425287_at
ENSMUSG00000040164,Kcns1,1421518_at
ENSMUSG00000028307,Aldob,1451194_at
ENSMUSG00000090272,Mndal,1452348_s_at
ENSMUSG00000090272,Mndal,1452231_x_at
ENSMUSG00000090272,Mndal,1426906_at
ENSMUSG00000090272,Mndal,1419858_at
ENSMUSG00000039611,Pgap4,1423679_at
ENSMUSG00000006010,Odr4,1426089_a_at
ENSMUSG00000006010,Odr4,1434471_at
ENSMUSG00000028309,Rnf20,1449664_s_at
ENSMUSG00000028309,Rnf20,1452361_at
ENSMUSG00000040154,Wfdc5,1425418_at
ENSMUSG00000042845,Wfdc12,1449191_at
ENSMUSG00000026536,Ifi211,1452348_s_at
ENSMUSG00000026536,Ifi211,1452349_x_at
ENSMUSG00000018211,Wfdc15b,1419195_at
ENSMUSG00000019836,Amd-ps4,1416835_s_at
ENSMUSG00000040132,Svs2,1422427_a_at
ENSMUSG00000040132,Svs2,1456188_at
ENSMUSG00000028312,Smc2,1429658_a_at
ENSMUSG00000028312,Smc2,1448635_at
ENSMUSG00000028312,Smc2,1429659_at
ENSMUSG00000028312,Smc2,1429660_s_at
ENSMUSG00000027195,Hsd17b12,1450010_at
ENSMUSG00000027195,Hsd17b12,1450011_at
ENSMUSG00000012520,Phox2b,1455907_x_at
ENSMUSG00000012520,Phox2b,1422232_at
ENSMUSG00000029458,Brap,1416739_a_at
ENSMUSG00000029458,Brap,1416738_at
ENSMUSG00000050383,Svs3b,1417992_a_at
ENSMUSG00000050383,Svs3b,1436782_at
ENSMUSG00000016998,Svs4,1427222_a_at
ENSMUSG00000017003,Svs3a,1417992_a_at
ENSMUSG00000017003,Svs3a,1417993_at
ENSMUSG00000003585,Sec14l2,1424530_at
ENSMUSG00000027009,Itga4,1421194_at
ENSMUSG00000027009,Itga4,1450155_at
ENSMUSG00000027009,Itga4,1436037_at
ENSMUSG00000027009,Itga4,1456498_at
ENSMUSG00000027009,Itga4,1427615_at
ENSMUSG00000083838,Gm11957,1427432_a_at
ENSMUSG00000037720,Tmem33,1428888_at
ENSMUSG00000037720,Tmem33,1431105_a_at
ENSMUSG00000037720,Tmem33,1436028_at
ENSMUSG00000037720,Tmem33,1425568_a_at
ENSMUSG00000037720,Tmem33,1452053_a_at
ENSMUSG00000061619,Vma21-ps,1427937_at
ENSMUSG00000028314,Toporsl,1422689_at
ENSMUSG00000040430,Pitpnc1,1431074_a_at
ENSMUSG00000040430,Pitpnc1,1455204_at
ENSMUSG00000040430,Pitpnc1,1452940_x_at
ENSMUSG00000040430,Pitpnc1,1452939_a_at
ENSMUSG00000040430,Pitpnc1,1428879_at
ENSMUSG00000040430,Pitpnc1,1428878_a_at
ENSMUSG00000040430,Pitpnc1,1435066_at
ENSMUSG00000040430,Pitpnc1,1428025_s_at
ENSMUSG00000040430,Pitpnc1,1453750_x_at
ENSMUSG00000081975,Gm12482,1448430_a_at
ENSMUSG00000039997,Ifi203,1448775_at
ENSMUSG00000039997,Ifi203,1425008_a_at
ENSMUSG00000039997,Ifi203,1451567_a_at
ENSMUSG00000029145,Eif2b4,1449940_a_at
ENSMUSG00000015247,Nipsnap3b,1448967_at
ENSMUSG00000017000,Svs6,1418548_at
ENSMUSG00000017004,Svs5,1419346_a_at
ENSMUSG00000017004,Svs5,1427220_a_at
ENSMUSG00000017004,Svs5,1438616_x_at
ENSMUSG00000017004,Svs5,1456124_x_at
ENSMUSG00000017004,Svs5,1419347_x_at
ENSMUSG00000015243,Abca1,1421840_at
ENSMUSG00000015243,Abca1,1421839_at
ENSMUSG00000015243,Abca1,1450392_at
ENSMUSG00000001999,Blvra,1428580_at
ENSMUSG00000050650,Mrgpra1,1426141_at
ENSMUSG00000026535,Ifi202b,1457666_s_at
ENSMUSG00000026535,Ifi202b,1421551_s_at
ENSMUSG00000093973,Mrgpra2a,1451858_at
ENSMUSG00000096719,Mrgpra2b,1451858_at
ENSMUSG00000020884,Asgr1,1421944_a_at
ENSMUSG00000054203,Ifi205,1452348_s_at
ENSMUSG00000054203,Ifi205,1452349_x_at
ENSMUSG00000030653,Gm45837,1447707_s_at
ENSMUSG00000030653,Gm45837,1452202_at
ENSMUSG00000078698,Mrgpra3,1426121_at
ENSMUSG00000036578,Fxyd7,1419200_at
ENSMUSG00000017002,Slpi,1448377_at
ENSMUSG00000030917,Tmem159,1426436_at
ENSMUSG00000026135,Zfp142,1454007_a_at
ENSMUSG00000026135,Zfp142,1425356_at
ENSMUSG00000026135,Zfp142,1458187_at
